Finished,Extraversion,Observant,Thinking,Judging,Age,Gender,education,Major,way of watching movies,subscription,Frequency,number of movies,Reasons,With whom,factors,Action,Adventure,Animated,Comedy,Historical,Fantasy,Horror,Science fiction,Documentary
TRUE,56,59,71,71,23,Male,master or above,engineering and techonology,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,funny,educating",alone,"Actor/actress,director,genres",Strongly like,Strongly like,neither like nor dislike,like,Strongly like,Strongly like,dislike,Strongly like,Strongly like
TRUE,10,37,33,39,24,Male,bachelor,engineering and techonology,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"relaxing,express my feelings",With friends,"director,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,Strongly like,Strongly dislike,like,neither like nor dislike
TRUE,73,55,39,58,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing",with boyfriend/girlfriend,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,Strongly like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,60,37,82,71,,Male,bachelor,science and math-related,on mobile devices at home or other places,Yes,fewer than 5 times a year,21-40,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,previews,comments of other audience",like,like,neither like nor dislike,Strongly like,neither like nor dislike,like,like,like,neither like nor dislike
TRUE,43,33,39,22,23,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Somtimes,more than 10 times a year,21-40,"relaxing,express my feelings,educating",alone,"director,genres,comments of other audience",neither like nor dislike,like,neither like nor dislike,like,like,like,like,neither like nor dislike,like
TRUE,42,58,44,56,22,Male,high school or below,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,21-40,"Entertaining,express my feelings,educating",alone,"Actor/actress,director,advertisements",like,neither like nor dislike,like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike
TRUE,86,74,76,82,,Female,bachelor,business-related,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,relaxing,alone,"Actor/actress,director,previews",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,neither like nor dislike,Strongly dislike,Strongly dislike
TRUE,35,31,34,71,,Female,bachelor,engineering and techonology,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"relaxing,express my feelings",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,like,like,Strongly dislike,like,like
TRUE,69,71,51,53,23,Male,bachelor,environment-related,Go to cinema or theatres,Yes,6-10 times a year,21-40,"relaxing,express my feelings,educating",With friends,"Actor/actress,director,comments of other audience",like,like,like,like,like,Strongly like,neither like nor dislike,like,Strongly like
TRUE,42,44,39,33,21,Male,bachelor,science and math-related,Go to cinema or theatres,Yes,fewer than 5 times a year,21-40,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,genres,comments of other audience",like,Strongly like,like,like,neither like nor dislike,Strongly like,like,neither like nor dislike,neither like nor dislike
TRUE,62,64,65,33,,Male,bachelor,engineering and techonology,Go to cinema or theatres,Never,6-10 times a year,0-20,Entertaining,With friends,"Actor/actress,genres,comments of other audience",Strongly like,Strongly like,dislike,like,Strongly dislike,Strongly like,Strongly dislike,like,dislike
TRUE,47,41,37,32,23,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,dislike,like,dislike,like,like
TRUE,41,82,67,64,36,Male,bachelor,science and math-related,on mobile devices at home or other places,Never,fewer than 5 times a year,over 40,"Entertaining,relaxing,express my feelings",alone,"Actor/actress,director,previews",Strongly like,Strongly like,Strongly like,Strongly like,like,Strongly like,Strongly like,Strongly like,Strongly like
TRUE,11,73,40,63,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,Strongly dislike,like,neither like nor dislike
TRUE,28,76,21,14,23,Female,bachelor,arts-related,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing",With friends,"Actor/actress,genres,comments of other audience",dislike,dislike,Strongly like,neither like nor dislike,dislike,Strongly like,Strongly dislike,like,dislike
TRUE,13,31,32,49,21,Female,bachelor,science and math-related,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,express my feelings",alone,"Actor/actress,genres,previews",dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,Strongly dislike,neither like nor dislike,like
TRUE,35,26,72,17,,Female,bachelor,engineering and techonology,Go to cinema or theatres,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,funny",with family,"genres,previews,comments of other audience",Strongly like,Strongly like,Strongly like,Strongly like,like,Strongly like,neither like nor dislike,Strongly like,like
TRUE,66,59,37,27,,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Never,6-10 times a year,0-20,express my feelings,With friends,"Actor/actress,director,comments of other audience",dislike,like,Strongly like,like,Strongly like,like,neither like nor dislike,like,Strongly like
FALSE,39,27,82,58,,,,,,,,,,,,,,,,,,,,
FALSE,43,20,31,27,,,,,,,,,,,,,,,,,,,,
TRUE,29,30,52,35,,Male,master or above,engineering and techonology,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",with boyfriend/girlfriend,"advertisements,genres,comments of other audience",neither like nor dislike,like,like,Strongly like,like,Strongly like,Strongly dislike,Strongly like,neither like nor dislike
TRUE,35,35,57,29,24,Female,master or above,engineering and techonology,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",with family,"Actor/actress,genres,previews",neither like nor dislike,like,like,Strongly like,dislike,like,Strongly dislike,Strongly like,neither like nor dislike
FALSE,28,45,88,31,21,Female,bachelor,engineering and techonology,Go to cinema or theatres,Somtimes,more than 10 times a year,0-20,"relaxing,funny",With friends,"Actor/actress,director,advertisements",,,,,,,,,
FALSE,34,45,49,46,,,,,,,,,,,,,,,,,,,,
FALSE,47,50,49,51,,,,,,,,,,,,,,,,,,,,
FALSE,17,76,57,74,,,,,,,,,,,,,,,,,,,,
FALSE,100,100,100,100,,,,,,,,,,,,,,,,,,,,
FALSE,41,63,53,44,,,,,,,,,,,,,,,,,,,,
FALSE,60,51,49,73,,,,,,,,,,,,,,,,,,,,
FALSE,70,70,70,69,,,,,,,,,,,,,,,,,,,,
FALSE,68,52,22,60,,,,,,,,,,,,,,,,,,,,
FALSE,45,32,66,40,,,,,,,,,,,,,,,,,,,,
FALSE,82,30,61,81,,,,,,,,,,,,,,,,,,,,
FALSE,51,59,49,37,,,,,,,,,,,,,,,,,,,,
TRUE,60,46,70,68,20,Male,bachelor,science and math-related,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,educating",with family,"Actor/actress,genres,previews",like,neither like nor dislike,dislike,like,neither like nor dislike,like,neither like nor dislike,Strongly like,like
FALSE,46,49,21,51,,,,,,,,,,,,,,,,,,,,
FALSE,48,56,38,64,,,,,,,,,,,,,,,,,,,,
FALSE,58,60,80,60,,,,,,,,,,,,,,,,,,,,
FALSE,47,51,68,66,,,,,,,,,,,,,,,,,,,,
FALSE,58,80,77,65,,,,,,,,,,,,,,,,,,,,
FALSE,42,55,47,58,22,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,director,comments of other audience",,,,,,,,,
FALSE,50,51,58,49,,,,,,,,,,,,,,,,,,,,
FALSE,54,57,53,43,,,,,,,,,,,,,,,,,,,,
FALSE,18,56,14,37,,,,,,,,,,,,,,,,,,,,
FALSE,46,44,50,65,,,,,,,,,,,,,,,,,,,,
FALSE,100,40,23,22,,,,,,,,,,,,,,,,,,,,
FALSE,67,66,65,66,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing",with family,"Actor/actress,director,advertisements",,,,,,,,,
FALSE,46,44,36,28,21,Female,bachelor,arts-related,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,funny",with boyfriend/girlfriend,"Actor/actress,genres,previews",,,,,,,,,
FALSE,54,53,52,53,21,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,express my feelings,educating",With friends,"Actor/actress,advertisements,genres",,,,,,,,,
FALSE,39,47,71,24,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,6-10 times a year,0-20,relaxing,With friends,"genres,previews,comments of other audience",,,,,,,,,
FALSE,83,88,90,86,,,,,,,,,,,,,,,,,,,,
FALSE,50,60,73,80,,,,,,,,,,,,,,,,,,,,
FALSE,57,52,68,53,,,,,,,,,,,,,,,,,,,,
FALSE,53,48,69,93,,,,,,,,,,,,,,,,,,,,
FALSE,56,54,59,35,,,,,,,,,,,,,,,,,,,,
FALSE,42,42,62,60,,,,,,,,,,,,,,,,,,,,
FALSE,27,30,37,46,,,,,,,,,,,,,,,,,,,,
FALSE,46,50,50,48,,,,,,,,,,,,,,,,,,,,
FALSE,42,54,52,53,,,,,,,,,,,,,,,,,,,,
FALSE,20,51,19,31,23,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,6-10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,comments of other audience",,,,,,,,,
FALSE,61,44,58,46,,,,,,,,,,,,,,,,,,,,
FALSE,49,52,52,53,,,,,,,,,,,,,,,,,,,,
FALSE,47,58,53,49,,,,,,,,,,,,,,,,,,,,
FALSE,60,95,56,76,,,,,,,,,,,,,,,,,,,,
FALSE,60,72,73,66,,,,,,,,,,,,,,,,,,,,
FALSE,55,30,67,52,,,,,,,,,,,,,,,,,,,,
FALSE,6,14,20,25,,,,,,,,,,,,,,,,,,,,
FALSE,20,22,18,95,,,,,,,,,,,,,,,,,,,,
FALSE,55,59,61,37,,,,,,,,,,,,,,,,,,,,
FALSE,51,30,87,55,,,,,,,,,,,,,,,,,,,,
FALSE,66,67,67,63,,,,,,,,,,,,,,,,,,,,
FALSE,67,51,15,87,18,Male,high school or below,engineering and techonology,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,Entertaining,with boyfriend/girlfriend,"Actor/actress,advertisements,previews",,,,,,,,,
FALSE,86,61,100,75,,,,,,,,,,,,,,,,,,,,
FALSE,49,52,59,55,,,,,,,,,,,,,,,,,,,,
FALSE,48,60,81,80,,,,,,,,,,,,,,,,,,,,
